longitude,latitude,FID_1,layer,Count_,Avg_ID,Avg_X_MIN,Avg_X_MAX,Avg_Y_MIN,Avg_Y_MAX,Avg_1st_va,Avg_2nd_va,Avg_5th_va,Avg_6th_va,location,Avg_longit,Avg_latitu
-79.58333333,32.58333333,5666,0,1,5666,0,-79.5,32.5,0,32,79,3,3,327933,-79.58333333,32.58333333
-79.41666667,32.58333333,5667,0,1,5667,0,-79.33333333,32.5,0,32,79,4,3,327943,-79.41666666,32.58333333
-79.25,32.58333333,5668,0,1,5668,0,-79.16666666,32.5,0,32,79,5,3,327953,-79.25,32.58333333
-79.08333333,32.58333333,5669,0,1,5669,0,-79,32.5,0,32,79,6,3,327963,-79.08333333,32.58333333
-80.8359179,32.45935307,5784,0,1,5784,-81,-80.83333333,32.33333333,0,32,80,1,4,328014,-80.91666666,32.41666667
-80.78949302,32.40090298,5785,0,1,5785,0,-80.66666666,32.33333333,0,32,80,2,4,328024,-80.75,32.41666667
-80.54824639,32.4226857,5786,0,1,5786,0,-80.5,32.33333333,0,32,80,3,4,328034,-80.58333333,32.41666667
-80.40337605,32.41776399,5787,0,1,5787,0,-80.33333333,32.33333333,0,32,80,4,4,328044,-80.41666666,32.41666667
-80.24877344,32.4153799,5788,0,1,5788,0,-80.16666666,32.33333333,0,32,80,5,4,328054,-80.25,32.41666667
-80.08333333,32.41666667,5789,0,1,5789,0,-80,32.33333333,0,32,80,6,4,328064,-80.08333333,32.41666667
-79.91666667,32.41666667,5790,0,1,5790,-80,-79.83333333,32.33333333,0,32,79,1,4,327914,-79.91666666,32.41666667
-79.75,32.41666667,5791,0,1,5791,0,-79.66666666,32.33333333,0,32,79,2,4,327924,-79.75,32.41666667
-79.58333333,32.41666667,5792,0,1,5792,0,-79.5,32.33333333,0,32,79,3,4,327934,-79.58333333,32.41666667
-79.41666667,32.41666667,5793,0,1,5793,0,-79.33333333,32.33333333,0,32,79,4,4,327944,-79.41666666,32.41666667
-79.25,32.41666667,5794,0,1,5794,0,-79.16666666,32.33333333,0,32,79,5,4,327954,-79.25,32.41666667
-79.08333333,32.41666667,5795,0,1,5795,0,-79,32.33333333,0,32,79,6,4,327964,-79.08333333,32.41666667
-80.71656224,32.26915705,5911,0,1,5911,0,-80.66666666,32.16666667,0,32,80,2,5,328025,-80.75,32.25
-80.58236742,32.2287773,5912,0,1,5912,0,-80.5,32.16666667,0,32,80,3,5,328035,-80.58333333,32.25
-80.41447398,32.2474646,5913,0,1,5913,0,-80.33333333,32.16666667,0,32,80,4,5,328045,-80.41666666,32.25
-80.25,32.25,5914,0,1,5914,0,-80.16666666,32.16666667,0,32,80,5,5,328055,-80.25,32.25
-80.08333333,32.25,5915,0,1,5915,0,-80,32.16666667,0,32,80,6,5,328065,-80.08333333,32.25
-79.91666667,32.25,5916,0,1,5916,-80,-79.83333333,32.16666667,0,32,79,1,5,327915,-79.91666666,32.25
-79.75,32.25,5917,0,1,5917,0,-79.66666666,32.16666667,0,32,79,2,5,327925,-79.75,32.25
-79.58333333,32.25,5918,0,1,5918,0,-79.5,32.16666667,0,32,79,3,5,327935,-79.58333333,32.25
-79.41666667,32.25,5919,0,1,5919,0,-79.33333333,32.16666667,0,32,79,4,5,327945,-79.41666666,32.25
-79.25,32.25,5920,0,1,5920,0,-79.16666666,32.16666667,0,32,79,5,5,327955,-79.25,32.25
-79.08333333,32.25,5921,0,1,5921,0,-79,32.16666667,0,32,79,6,5,327965,-79.08333333,32.25
-80.85963752,32.06006298,6036,0,1,6036,-81,-80.83333333,32,0,32,80,1,6,328016,-80.91666666,32.08333333
-80.74558619,32.07439042,6037,0,1,6037,0,-80.66666666,32,0,32,80,2,6,328026,-80.75,32.08333333
-80.58333333,32.08333333,6038,0,1,6038,0,-80.5,32,0,32,80,3,6,328036,-80.58333333,32.08333333
-80.41666667,32.08333333,6039,0,1,6039,0,-80.33333333,32,0,32,80,4,6,328046,-80.41666666,32.08333333
-80.25,32.08333333,6040,0,1,6040,0,-80.16666666,32,0,32,80,5,6,328056,-80.25,32.08333333
-80.08333333,32.08333333,6041,0,1,6041,0,-80,32,0,32,80,6,6,328066,-80.08333333,32.08333333
-79.91666667,32.08333333,6042,0,1,6042,-80,-79.83333333,32,0,32,79,1,6,327916,-79.91666666,32.08333333
-79.75,32.08333333,6043,0,1,6043,0,-79.66666666,32,0,32,79,2,6,327926,-79.75,32.08333333
-79.58333333,32.08333333,6044,0,1,6044,0,-79.5,32,0,32,79,3,6,327936,-79.58333333,32.08333333
-79.41666667,32.08333333,6045,0,1,6045,0,-79.33333333,32,0,32,79,4,6,327946,-79.41666666,32.08333333
-79.25,32.08333333,6046,0,1,6046,0,-79.16666666,32,0,32,79,5,6,327956,-79.25,32.08333333
-79.08333333,32.08333333,6047,0,1,6047,0,-79,32,0,32,79,6,6,327966,-79.08333333,32.08333333
-81.17327294,31.93166967,6160,0,1,6160,0,-81.16666666,31.83333333,32,31,81,5,1,318151,-81.25,31.91666667
-81.07176104,31.86568128,6161,0,1,6161,0,-81,31.83333333,32,31,81,6,1,318161,-81.08333333,31.91666667
-80.90190685,31.89720861,6162,0,1,6162,-81,-80.83333333,31.83333333,32,31,80,1,1,318011,-80.91666666,31.91666667
-80.75,31.91666667,6163,0,1,6163,0,-80.66666666,31.83333333,32,31,80,2,1,318021,-80.75,31.91666667
-80.58333333,31.91666667,6164,0,1,6164,0,-80.5,31.83333333,32,31,80,3,1,318031,-80.58333333,31.91666667
-80.41666667,31.91666667,6165,0,1,6165,0,-80.33333333,31.83333333,32,31,80,4,1,318041,-80.41666666,31.91666667
-80.25,31.91666667,6166,0,1,6166,0,-80.16666666,31.83333333,32,31,80,5,1,318051,-80.25,31.91666667
-80.08333333,31.91666667,6167,0,1,6167,0,-80,31.83333333,32,31,80,6,1,318061,-80.08333333,31.91666667
-79.91666667,31.91666667,6168,0,1,6168,-80,-79.83333333,31.83333333,32,31,79,1,1,317911,-79.91666666,31.91666667
-79.75,31.91666667,6169,0,1,6169,0,-79.66666666,31.83333333,32,31,79,2,1,317921,-79.75,31.91666667
-79.58333333,31.91666667,6170,0,1,6170,0,-79.5,31.83333333,32,31,79,3,1,317931,-79.58333333,31.91666667
-79.41666667,31.91666667,6171,0,1,6171,0,-79.33333333,31.83333333,32,31,79,4,1,317941,-79.41666666,31.91666667
-79.25,31.91666667,6172,0,1,6172,0,-79.16666666,31.83333333,32,31,79,5,1,317951,-79.25,31.91666667
-79.08333333,31.91666667,6173,0,1,6173,0,-79,31.83333333,32,31,79,6,1,317961,-79.08333333,31.91666667
-81.21276462,31.72759445,6286,0,1,6286,0,-81.16666666,31.66666666,0,31,81,5,2,318152,-81.25,31.75
-81.06289689,31.73220774,6287,0,1,6287,0,-81,31.66666666,0,31,81,6,2,318162,-81.08333333,31.75
-80.91666667,31.75,6288,0,1,6288,-81,-80.83333333,31.66666666,0,31,80,1,2,318012,-80.91666666,31.75
-80.75,31.75,6289,0,1,6289,0,-80.66666666,31.66666666,0,31,80,2,2,318022,-80.75,31.75
-80.58333333,31.75,6290,0,1,6290,0,-80.5,31.66666666,0,31,80,3,2,318032,-80.58333333,31.75
-80.41666667,31.75,6291,0,1,6291,0,-80.33333333,31.66666666,0,31,80,4,2,318042,-80.41666666,31.75
-80.25,31.75,6292,0,1,6292,0,-80.16666666,31.66666666,0,31,80,5,2,318052,-80.25,31.75
-80.08333333,31.75,6293,0,1,6293,0,-80,31.66666666,0,31,80,6,2,318062,-80.08333333,31.75
-79.91666667,31.75,6294,0,1,6294,-80,-79.83333333,31.66666666,0,31,79,1,2,317912,-79.91666666,31.75
-79.75,31.75,6295,0,1,6295,0,-79.66666666,31.66666666,0,31,79,2,2,317922,-79.75,31.75
-79.58333333,31.75,6296,0,1,6296,0,-79.5,31.66666666,0,31,79,3,2,317932,-79.58333333,31.75
-79.41666667,31.75,6297,0,1,6297,0,-79.33333333,31.66666666,0,31,79,4,2,317942,-79.41666666,31.75
-79.25,31.75,6298,0,1,6298,0,-79.16666666,31.66666666,0,31,79,5,2,317952,-79.25,31.75
-79.08333333,31.75,6299,0,1,6299,0,-79,31.66666666,0,31,79,6,2,317962,-79.08333333,31.75
-81.34324551,31.54424896,6411,0,1,6411,0,-81.33333333,31.5,0,31,81,4,3,318143,-81.41666666,31.58333333
-81.23091859,31.56043944,6412,0,1,6412,0,-81.16666666,31.5,0,31,81,5,3,318153,-81.25,31.58333333
-81.07646476,31.57896556,6413,0,1,6413,0,-81,31.5,0,31,81,6,3,318163,-81.08333333,31.58333333
-80.91666667,31.58333333,6414,0,1,6414,-81,-80.83333333,31.5,0,31,80,1,3,318013,-80.91666666,31.58333333
-80.75,31.58333333,6415,0,1,6415,0,-80.66666666,31.5,0,31,80,2,3,318023,-80.75,31.58333333
-80.58333333,31.58333333,6416,0,1,6416,0,-80.5,31.5,0,31,80,3,3,318033,-80.58333333,31.58333333
-80.41666667,31.58333333,6417,0,1,6417,0,-80.33333333,31.5,0,31,80,4,3,318043,-80.41666666,31.58333333
-80.25,31.58333333,6418,0,1,6418,0,-80.16666666,31.5,0,31,80,5,3,318053,-80.25,31.58333333
-80.08333333,31.58333333,6419,0,1,6419,0,-80,31.5,0,31,80,6,3,318063,-80.08333333,31.58333333
-79.91666667,31.58333333,6420,0,1,6420,-80,-79.83333333,31.5,0,31,79,1,3,317913,-79.91666666,31.58333333
-79.75,31.58333333,6421,0,1,6421,0,-79.66666666,31.5,0,31,79,2,3,317923,-79.75,31.58333333
-79.58333333,31.58333333,6422,0,1,6422,0,-79.5,31.5,0,31,79,3,3,317933,-79.58333333,31.58333333
-79.41666667,31.58333333,6423,0,1,6423,0,-79.33333333,31.5,0,31,79,4,3,317943,-79.41666666,31.58333333
-79.25,31.58333333,6424,0,1,6424,0,-79.16666666,31.5,0,31,79,5,3,317953,-79.25,31.58333333
-79.08333333,31.58333333,6425,0,1,6425,0,-79,31.5,0,31,79,6,3,317963,-79.08333333,31.58333333
-81.37185774,31.3742509,6537,0,1,6537,0,-81.33333333,31.33333333,0,31,81,4,4,318144,-81.41666666,31.41666666
-81.22440787,31.40072943,6538,0,1,6538,0,-81.16666666,31.33333333,0,31,81,5,4,318154,-81.25,31.41666666
-81.08333333,31.41666667,6539,0,1,6539,0,-81,31.33333333,0,31,81,6,4,318164,-81.08333333,31.41666666
-80.91666667,31.41666667,6540,0,1,6540,-81,-80.83333333,31.33333333,0,31,80,1,4,318014,-80.91666666,31.41666666
-80.75,31.41666667,6541,0,1,6541,0,-80.66666666,31.33333333,0,31,80,2,4,318024,-80.75,31.41666666
-80.58333333,31.41666667,6542,0,1,6542,0,-80.5,31.33333333,0,31,80,3,4,318034,-80.58333333,31.41666666
-80.41666667,31.41666667,6543,0,1,6543,0,-80.33333333,31.33333333,0,31,80,4,4,318044,-80.41666666,31.41666666
-80.25,31.41666667,6544,0,1,6544,0,-80.16666666,31.33333333,0,31,80,5,4,318054,-80.25,31.41666666
-80.08333333,31.41666667,6545,0,1,6545,0,-80,31.33333333,0,31,80,6,4,318064,-80.08333333,31.41666666
-79.91666667,31.41666667,6546,0,1,6546,-80,-79.83333333,31.33333333,0,31,79,1,4,317914,-79.91666666,31.41666666
-79.75,31.41666667,6547,0,1,6547,0,-79.66666666,31.33333333,0,31,79,2,4,317924,-79.75,31.41666666
-79.58333333,31.41666667,6548,0,1,6548,0,-79.5,31.33333333,0,31,79,3,4,317934,-79.58333333,31.41666666
-79.41666667,31.41666667,6549,0,1,6549,0,-79.33333333,31.33333333,0,31,79,4,4,317944,-79.41666666,31.41666666
-79.25,31.41666667,6550,0,1,6550,0,-79.16666666,31.33333333,0,31,79,5,4,317954,-79.25,31.41666666
-79.08333333,31.41666667,6551,0,1,6551,0,-79,31.33333333,0,31,79,6,4,317964,-79.08333333,31.41666666
-81.55264494,31.19714719,6662,0,1,6662,0,-81.5,31.16666666,0,31,81,3,5,318135,-81.58333333,31.25
-81.38734043,31.26045449,6663,0,1,6663,0,-81.33333333,31.16666666,0,31,81,4,5,318145,-81.41666666,31.25
-81.23785264,31.24667254,6664,0,1,6664,0,-81.16666666,31.16666666,0,31,81,5,5,318155,-81.25,31.25
-81.08333333,31.25,6665,0,1,6665,0,-81,31.16666666,0,31,81,6,5,318165,-81.08333333,31.25
-80.91666667,31.25,6666,0,1,6666,-81,-80.83333333,31.16666666,0,31,80,1,5,318015,-80.91666666,31.25
-80.75,31.25,6667,0,1,6667,0,-80.66666666,31.16666666,0,31,80,2,5,318025,-80.75,31.25
-80.58333333,31.25,6668,0,1,6668,0,-80.5,31.16666666,0,31,80,3,5,318035,-80.58333333,31.25
-80.41666667,31.25,6669,0,1,6669,0,-80.33333333,31.16666666,0,31,80,4,5,318045,-80.41666666,31.25
-80.25,31.25,6670,0,1,6670,0,-80.16666666,31.16666666,0,31,80,5,5,318055,-80.25,31.25
-80.08333333,31.25,6671,0,1,6671,0,-80,31.16666666,0,31,80,6,5,318065,-80.08333333,31.25
-79.91666667,31.25,6672,0,1,6672,-80,-79.83333333,31.16666666,0,31,79,1,5,317915,-79.91666666,31.25
-79.75,31.25,6673,0,1,6673,0,-79.66666666,31.16666666,0,31,79,2,5,317925,-79.75,31.25
-79.58333333,31.25,6674,0,1,6674,0,-79.5,31.16666666,0,31,79,3,5,317935,-79.58333333,31.25
-79.41666667,31.25,6675,0,1,6675,0,-79.33333333,31.16666666,0,31,79,4,5,317945,-79.41666666,31.25
-79.25,31.25,6676,0,1,6676,0,-79.16666666,31.16666666,0,31,79,5,5,317955,-79.25,31.25
-79.08333333,31.25,6677,0,1,6677,0,-79,31.16666666,0,31,79,6,5,317965,-79.08333333,31.25
-81.52050526,31.11738491,6788,0,1,6788,0,-81.5,31,0,31,81,3,6,318136,-81.58333333,31.08333333
-81.39239453,31.07522249,6789,0,1,6789,0,-81.33333333,31,0,31,81,4,6,318146,-81.41666666,31.08333333
-81.25,31.08333333,6790,0,1,6790,0,-81.16666666,31,0,31,81,5,6,318156,-81.25,31.08333333
-81.08333333,31.08333333,6791,0,1,6791,0,-81,31,0,31,81,6,6,318166,-81.08333333,31.08333333
-80.91666667,31.08333333,6792,0,1,6792,-81,-80.83333333,31,0,31,80,1,6,318016,-80.91666666,31.08333333
-80.75,31.08333333,6793,0,1,6793,0,-80.66666666,31,0,31,80,2,6,318026,-80.75,31.08333333
-80.58333333,31.08333333,6794,0,1,6794,0,-80.5,31,0,31,80,3,6,318036,-80.58333333,31.08333333
-80.41666667,31.08333333,6795,0,1,6795,0,-80.33333333,31,0,31,80,4,6,318046,-80.41666666,31.08333333
-80.25,31.08333333,6796,0,1,6796,0,-80.16666666,31,0,31,80,5,6,318056,-80.25,31.08333333
-80.08333333,31.08333333,6797,0,1,6797,0,-80,31,0,31,80,6,6,318066,-80.08333333,31.08333333
-79.91666667,31.08333333,6798,0,1,6798,-80,-79.83333333,31,0,31,79,1,6,317916,-79.91666666,31.08333333
-79.75,31.08333333,6799,0,1,6799,0,-79.66666666,31,0,31,79,2,6,317926,-79.75,31.08333333
-79.58333333,31.08333333,6800,0,1,6800,0,-79.5,31,0,31,79,3,6,317936,-79.58333333,31.08333333
-79.41666667,31.08333333,6801,0,1,6801,0,-79.33333333,31,0,31,79,4,6,317946,-79.41666666,31.08333333
-79.25,31.08333333,6802,0,1,6802,0,-79.16666666,31,0,31,79,5,6,317956,-79.25,31.08333333
-79.08333333,31.08333333,6803,0,1,6803,0,-79,31,0,31,79,6,6,317966,-79.08333333,31.08333333
-81.51806471,30.97950771,6914,0,1,6914,0,-81.5,30.83333333,31,30,81,3,1,308131,-81.58333333,30.91666666
-81.38865796,30.92492992,6915,0,1,6915,0,-81.33333333,30.83333333,31,30,81,4,1,308141,-81.41666666,30.91666666
-81.25,30.91666667,6916,0,1,6916,0,-81.16666666,30.83333333,31,30,81,5,1,308151,-81.25,30.91666666
-81.08333333,30.91666667,6917,0,1,6917,0,-81,30.83333333,31,30,81,6,1,308161,-81.08333333,30.91666666
-80.91666667,30.91666667,6918,0,1,6918,-81,-80.83333333,30.83333333,31,30,80,1,1,308011,-80.91666666,30.91666666
-80.75,30.91666667,6919,0,1,6919,0,-80.66666666,30.83333333,31,30,80,2,1,308021,-80.75,30.91666666
-80.58333333,30.91666667,6920,0,1,6920,0,-80.5,30.83333333,31,30,80,3,1,308031,-80.58333333,30.91666666
-80.41666667,30.91666667,6921,0,1,6921,0,-80.33333333,30.83333333,31,30,80,4,1,308041,-80.41666666,30.91666666
-80.25,30.91666667,6922,0,1,6922,0,-80.16666666,30.83333333,31,30,80,5,1,308051,-80.25,30.91666666
-80.08333333,30.91666667,6923,0,1,6923,0,-80,30.83333333,31,30,80,6,1,308061,-80.08333333,30.91666666
-79.91666667,30.91666667,6924,0,1,6924,-80,-79.83333333,30.83333333,31,30,79,1,1,307911,-79.91666666,30.91666666
-79.75,30.91666667,6925,0,1,6925,0,-79.66666666,30.83333333,31,30,79,2,1,307921,-79.75,30.91666666
-79.58333333,30.91666667,6926,0,1,6926,0,-79.5,30.83333333,31,30,79,3,1,307931,-79.58333333,30.91666666
-79.41666667,30.91666667,6927,0,1,6927,0,-79.33333333,30.83333333,31,30,79,4,1,307941,-79.41666666,30.91666666
-79.25,30.91666667,6928,0,1,6928,0,-79.16666666,30.83333333,31,30,79,5,1,307951,-79.25,30.91666666
-79.08333333,30.91666667,6929,0,1,6929,0,-79,30.83333333,31,30,79,6,1,307961,-79.08333333,30.91666666
-88.01091595,30.71561942,7001,0,1,7001,0,-88,30.66666666,0,30,88,6,2,308862,-88.08333333,30.75
-87.9888252,30.68940346,7002,0,1,7002,-88,-87.83333333,30.66666666,0,30,87,1,2,308712,-87.91666666,30.75
-81.5045107,30.7241813,7040,0,1,7040,0,-81.5,30.66666666,0,30,81,3,2,308132,-81.58333333,30.75
-81.39859142,30.7511262,7041,0,1,7041,0,-81.33333333,30.66666666,0,30,81,4,2,308142,-81.41666666,30.75
-81.25,30.75,7042,0,1,7042,0,-81.16666666,30.66666666,0,30,81,5,2,308152,-81.25,30.75
-81.08333333,30.75,7043,0,1,7043,0,-81,30.66666666,0,30,81,6,2,308162,-81.08333333,30.75
-80.91666667,30.75,7044,0,1,7044,-81,-80.83333333,30.66666666,0,30,80,1,2,308012,-80.91666666,30.75
-80.75,30.75,7045,0,1,7045,0,-80.66666666,30.66666666,0,30,80,2,2,308022,-80.75,30.75
-80.58333333,30.75,7046,0,1,7046,0,-80.5,30.66666666,0,30,80,3,2,308032,-80.58333333,30.75
-80.41666667,30.75,7047,0,1,7047,0,-80.33333333,30.66666666,0,30,80,4,2,308042,-80.41666666,30.75
-80.25,30.75,7048,0,1,7048,0,-80.16666666,30.66666666,0,30,80,5,2,308052,-80.25,30.75
-80.08333333,30.75,7049,0,1,7049,0,-80,30.66666666,0,30,80,6,2,308062,-80.08333333,30.75
-79.91666667,30.75,7050,0,1,7050,-80,-79.83333333,30.66666666,0,30,79,1,2,307912,-79.91666666,30.75
-79.75,30.75,7051,0,1,7051,0,-79.66666666,30.66666666,0,30,79,2,2,307922,-79.75,30.75
-79.58333333,30.75,7052,0,1,7052,0,-79.5,30.66666666,0,30,79,3,2,307932,-79.58333333,30.75
-79.41666667,30.75,7053,0,1,7053,0,-79.33333333,30.66666666,0,30,79,4,2,307942,-79.41666666,30.75
-79.25,30.75,7054,0,1,7054,0,-79.16666666,30.66666666,0,30,79,5,2,307952,-79.25,30.75
-79.08333333,30.75,7055,0,1,7055,0,-79,30.66666666,0,30,79,6,2,307962,-79.08333333,30.75
-88.03836872,30.57286845,7127,0,1,7127,0,-88,30.5,0,30,88,6,3,308863,-88.08333333,30.58333333
-87.95802682,30.58042902,7128,0,1,7128,-88,-87.83333333,30.5,0,30,87,1,3,308713,-87.91666666,30.58333333
-87.17513213,30.5504664,7132,0,1,7132,0,-87.16666666,30.5,0,30,87,5,3,308753,-87.25,30.58333333
-87.09455591,30.53148793,7133,0,1,7133,0,-87,30.5,0,30,87,6,3,308763,-87.08333333,30.58333333
-86.99445101,30.57034319,7134,0,1,7134,-87,-86.83333333,30.5,0,30,86,1,3,308613,-86.91666666,30.58333333
-86.45453349,30.50610191,7137,0,1,7137,0,-86.33333333,30.5,0,30,86,4,3,308643,-86.41666666,30.58333333
-81.38737005,30.58153632,7167,0,1,7167,0,-81.33333333,30.5,0,30,81,4,3,308143,-81.41666666,30.58333333
-81.25,30.58333333,7168,0,1,7168,0,-81.16666666,30.5,0,30,81,5,3,308153,-81.25,30.58333333
-81.08333333,30.58333333,7169,0,1,7169,0,-81,30.5,0,30,81,6,3,308163,-81.08333333,30.58333333
-80.91666667,30.58333333,7170,0,1,7170,-81,-80.83333333,30.5,0,30,80,1,3,308013,-80.91666666,30.58333333
-80.75,30.58333333,7171,0,1,7171,0,-80.66666666,30.5,0,30,80,2,3,308023,-80.75,30.58333333
-80.58333333,30.58333333,7172,0,1,7172,0,-80.5,30.5,0,30,80,3,3,308033,-80.58333333,30.58333333
-80.41666667,30.58333333,7173,0,1,7173,0,-80.33333333,30.5,0,30,80,4,3,308043,-80.41666666,30.58333333
-80.25,30.58333333,7174,0,1,7174,0,-80.16666666,30.5,0,30,80,5,3,308053,-80.25,30.58333333
-80.08333333,30.58333333,7175,0,1,7175,0,-80,30.5,0,30,80,6,3,308063,-80.08333333,30.58333333
-79.91666667,30.58333333,7176,0,1,7176,-80,-79.83333333,30.5,0,30,79,1,3,307913,-79.91666666,30.58333333
-79.75,30.58333333,7177,0,1,7177,0,-79.66666666,30.5,0,30,79,2,3,307923,-79.75,30.58333333
-79.58333333,30.58333333,7178,0,1,7178,0,-79.5,30.5,0,30,79,3,3,307933,-79.58333333,30.58333333
-79.41666667,30.58333333,7179,0,1,7179,0,-79.33333333,30.5,0,30,79,4,3,307943,-79.41666666,30.58333333
-79.25,30.58333333,7180,0,1,7180,0,-79.16666666,30.5,0,30,79,5,3,307953,-79.25,30.58333333
-79.08333333,30.58333333,7181,0,1,7181,0,-79,30.5,0,30,79,6,3,307963,-79.08333333,30.58333333
-90.20961975,30.35466558,7240,0,1,7240,0,-90.16666666,30.33333333,0,30,90,5,4,309054,-90.25,30.41666666
-90.11876895,30.34959843,7241,0,1,7241,0,-90,30.33333333,0,30,90,6,4,309064,-90.08333333,30.41666666
-89.35129503,30.35382772,7245,0,1,7245,0,-89.33333333,30.33333333,0,30,89,4,4,308944,-89.41666666,30.41666666
-89.30583701,30.35013078,7246,0,1,7246,0,-89.16666666,30.33333333,0,30,89,5,4,308954,-89.25,30.41666666
-89.05996464,30.35236882,7247,0,1,7247,0,-89,30.33333333,0,30,89,6,4,308964,-89.08333333,30.41666666
-88.91118216,30.3679465,7248,0,1,7248,-89,-88.83333333,30.33333333,0,30,88,1,4,308814,-88.91666666,30.41666666
-88.77698367,30.35490139,7249,0,1,7249,0,-88.66666666,30.33333333,0,30,88,2,4,308824,-88.75,30.41666666
-88.61008759,30.34802269,7250,0,1,7250,0,-88.5,30.33333333,0,30,88,3,4,308834,-88.58333333,30.41666666
-88.37475175,30.36059805,7251,0,1,7251,0,-88.33333333,30.33333333,0,30,88,4,4,308844,-88.41666666,30.41666666
-88.2714256,30.35723186,7252,0,1,7252,0,-88.16666666,30.33333333,0,30,88,5,4,308854,-88.25,30.41666666
-88.05404571,30.41279381,7253,0,1,7253,0,-88,30.33333333,0,30,88,6,4,308864,-88.08333333,30.41666666
-87.9377012,30.40104568,7254,0,1,7254,-88,-87.83333333,30.33333333,0,30,87,1,4,308714,-87.91666666,30.41666666
-87.82700476,30.36858096,7255,0,1,7255,0,-87.66666666,30.33333333,0,30,87,2,4,308724,-87.75,30.41666666
-87.56442883,30.33987107,7256,0,1,7256,0,-87.5,30.33333333,0,30,87,3,4,308734,-87.58333333,30.41666666
-87.41862806,30.39394565,7257,0,1,7257,0,-87.33333333,30.33333333,0,30,87,4,4,308744,-87.41666666,30.41666666
-87.22012726,30.37120489,7258,0,1,7258,0,-87.16666666,30.33333333,0,30,87,5,4,308754,-87.25,30.41666666
-87.08344154,30.41846955,7259,0,1,7259,0,-87,30.33333333,0,30,87,6,4,308764,-87.08333333,30.41666666
-86.92726819,30.38402652,7260,0,1,7260,-87,-86.83333333,30.33333333,0,30,86,1,4,308614,-86.91666666,30.41666666
