longitude,latitude,FID_1,layer,Count_,Avg_ID,Avg_X_MIN,Avg_X_MAX,Avg_Y_MIN,Avg_Y_MAX,Avg_1st_va,Avg_2nd_va,Avg_5th_va,Avg_6th_va,location,Avg_longit,Avg_latitu
-82.96500678,29.17153921,8166,0,1,8166,-83,-82.83333333,29.16666666,0,29,82,1,5,298215,-82.91666666,29.25
-82.80542674,29.16813813,8167,0,1,8167,0,-82.66666666,29.16666666,0,29,82,2,5,298225,-82.75,29.25
-81.01916252,29.29431345,8177,0,1,8177,0,-81,29.16666666,0,29,81,6,5,298165,-81.08333333,29.25
-80.91469823,29.25174897,8178,0,1,8178,-81,-80.83333333,29.16666666,0,29,80,1,5,298015,-80.91666666,29.25
-80.75,29.25,8179,0,1,8179,0,-80.66666666,29.16666666,0,29,80,2,5,298025,-80.75,29.25
-80.58333333,29.25,8180,0,1,8180,0,-80.5,29.16666666,0,29,80,3,5,298035,-80.58333333,29.25
-80.41666667,29.25,8181,0,1,8181,0,-80.33333333,29.16666666,0,29,80,4,5,298045,-80.41666666,29.25
-80.25,29.25,8182,0,1,8182,0,-80.16666666,29.16666666,0,29,80,5,5,298055,-80.25,29.25
-80.08333333,29.25,8183,0,1,8183,0,-80,29.16666666,0,29,80,6,5,298065,-80.08333333,29.25
-79.91666667,29.25,8184,0,1,8184,-80,-79.83333333,29.16666666,0,29,79,1,5,297915,-79.91666666,29.25
-79.75,29.25,8185,0,1,8185,0,-79.66666666,29.16666666,0,29,79,2,5,297925,-79.75,29.25
-79.58333333,29.25,8186,0,1,8186,0,-79.5,29.16666666,0,29,79,3,5,297935,-79.58333333,29.25
-79.41666667,29.25,8187,0,1,8187,0,-79.33333333,29.16666666,0,29,79,4,5,297945,-79.41666666,29.25
-79.25,29.25,8188,0,1,8188,0,-79.16666666,29.16666666,0,29,79,5,5,297955,-79.25,29.25
-79.08333333,29.25,8189,0,1,8189,0,-79,29.16666666,0,29,79,6,5,297965,-79.08333333,29.25
-95.18782682,29.04880285,8218,0,1,8218,0,-95.16666667,29,0,29,95,5,6,299556,-95.25,29.08333333
-95.07830354,29.07852156,8219,0,1,8219,0,-95,29,0,29,95,6,6,299566,-95.08333333,29.08333333
-94.91665256,29.08331913,8220,0,1,8220,-95,-94.83333333,29,0,29,94,1,6,299416,-94.91666667,29.08333333
-94.75,29.08333333,8221,0,1,8221,0,-94.66666667,29,0,29,94,2,6,299426,-94.75,29.08333333
-94.58333333,29.08333333,8222,0,1,8222,0,-94.5,29,0,29,94,3,6,299436,-94.58333333,29.08333333
-94.41666667,29.08333333,8223,0,1,8223,0,-94.33333333,29,0,29,94,4,6,299446,-94.41666667,29.08333333
-94.25,29.08333333,8224,0,1,8224,0,-94.16666667,29,0,29,94,5,6,299456,-94.25,29.08333333
-94.08333333,29.08333333,8225,0,1,8225,0,-94,29,0,29,94,6,6,299466,-94.08333333,29.08333333
-93.91666667,29.08333333,8226,0,1,8226,-94,-93.83333333,29,0,29,93,1,6,299316,-93.91666667,29.08333333
-93.75,29.08333333,8227,0,1,8227,0,-93.66666667,29,0,29,93,2,6,299326,-93.75,29.08333333
-93.58333333,29.08333333,8228,0,1,8228,0,-93.5,29,0,29,93,3,6,299336,-93.58333333,29.08333333
-93.41666667,29.08333333,8229,0,1,8229,0,-93.33333333,29,0,29,93,4,6,299346,-93.41666667,29.08333333
-93.25,29.08333333,8230,0,1,8230,0,-93.16666667,29,0,29,93,5,6,299356,-93.25,29.08333333
-93.08333333,29.08333333,8231,0,1,8231,0,-93,29,0,29,93,6,6,299366,-93.08333333,29.08333333
-92.91666667,29.08333333,8232,0,1,8232,-93,-92.83333333,29,0,29,92,1,6,299216,-92.91666667,29.08333333
-92.75,29.08333333,8233,0,1,8233,0,-92.66666667,29,0,29,92,2,6,299226,-92.75,29.08333333
-92.58333333,29.08333333,8234,0,1,8234,0,-92.5,29,0,29,92,3,6,299236,-92.58333333,29.08333333
-92.41666667,29.08333333,8235,0,1,8235,0,-92.33333333,29,0,29,92,4,6,299246,-92.41666667,29.08333333
-92.25,29.08333333,8236,0,1,8236,0,-92.16666667,29,0,29,92,5,6,299256,-92.25,29.08333333
-92.08333333,29.08333333,8237,0,1,8237,0,-92,29,0,29,92,6,6,299266,-92.08333333,29.08333333
-91.91666667,29.08333333,8238,0,1,8238,-92,-91.83333333,29,0,29,91,1,6,299116,-91.91666667,29.08333333
-91.75,29.08333333,8239,0,1,8239,0,-91.66666667,29,0,29,91,2,6,299126,-91.75,29.08333333
-91.58333333,29.08333333,8240,0,1,8240,0,-91.5,29,0,29,91,3,6,299136,-91.58333333,29.08333333
-91.41666667,29.08333333,8241,0,1,8241,0,-91.33333333,29,0,29,91,4,6,299146,-91.41666666,29.08333333
-91.25,29.08333333,8242,0,1,8242,0,-91.16666666,29,0,29,91,5,6,299156,-91.25,29.08333333
-91.08333333,29.08333333,8243,0,1,8243,0,-91,29,0,29,91,6,6,299166,-91.08333333,29.08333333
-90.92837428,29.07250399,8244,0,1,8244,-91,-90.83333333,29,0,29,90,1,6,299016,-90.91666666,29.08333333
-90.74391486,29.05970259,8245,0,1,8245,0,-90.66666666,29,0,29,90,2,6,299026,-90.75,29.08333333
-90.58196202,29.08212378,8246,0,1,8246,0,-90.5,29,0,29,90,3,6,299036,-90.58333333,29.08333333
-90.41679482,29.0830719,8247,0,1,8247,0,-90.33333333,29,0,29,90,4,6,299046,-90.41666666,29.08333333
-90.25914879,29.06882756,8248,0,1,8248,0,-90.16666666,29,0,29,90,5,6,299056,-90.25,29.08333333
-90.07794286,29.07695082,8249,0,1,8249,0,-90,29,0,29,90,6,6,299066,-90.08333333,29.08333333
-89.91666667,29.08333333,8250,0,1,8250,-90,-89.83333333,29,0,29,89,1,6,298916,-89.91666666,29.08333333
-89.75,29.08333333,8251,0,1,8251,0,-89.66666666,29,0,29,89,2,6,298926,-89.75,29.08333333
-89.58333333,29.08333333,8252,0,1,8252,0,-89.5,29,0,29,89,3,6,298936,-89.58333333,29.08333333
-89.43195022,29.06974941,8253,0,1,8253,0,-89.33333333,29,0,29,89,4,6,298946,-89.41666666,29.08333333
-89.26425635,29.04454708,8254,0,1,8254,0,-89.16666666,29,0,29,89,5,6,298956,-89.25,29.08333333
-89.06526439,29.06722908,8255,0,1,8255,0,-89,29,0,29,89,6,6,298966,-89.08333333,29.08333333
-88.91654414,29.08321765,8256,0,1,8256,-89,-88.83333333,29,0,29,88,1,6,298816,-88.91666666,29.08333333
-88.75,29.08333333,8257,0,1,8257,0,-88.66666666,29,0,29,88,2,6,298826,-88.75,29.08333333
-88.58333333,29.08333333,8258,0,1,8258,0,-88.5,29,0,29,88,3,6,298836,-88.58333333,29.08333333
-88.41666667,29.08333333,8259,0,1,8259,0,-88.33333333,29,0,29,88,4,6,298846,-88.41666666,29.08333333
-88.25,29.08333333,8260,0,1,8260,0,-88.16666666,29,0,29,88,5,6,298856,-88.25,29.08333333
-88.08333333,29.08333333,8261,0,1,8261,0,-88,29,0,29,88,6,6,298866,-88.08333333,29.08333333
-87.91666667,29.08333333,8262,0,1,8262,-88,-87.83333333,29,0,29,87,1,6,298716,-87.91666666,29.08333333
-87.75,29.08333333,8263,0,1,8263,0,-87.66666666,29,0,29,87,2,6,298726,-87.75,29.08333333
-87.58333333,29.08333333,8264,0,1,8264,0,-87.5,29,0,29,87,3,6,298736,-87.58333333,29.08333333
-87.41666667,29.08333333,8265,0,1,8265,0,-87.33333333,29,0,29,87,4,6,298746,-87.41666666,29.08333333
-87.25,29.08333333,8266,0,1,8266,0,-87.16666666,29,0,29,87,5,6,298756,-87.25,29.08333333
-87.08333333,29.08333333,8267,0,1,8267,0,-87,29,0,29,87,6,6,298766,-87.08333333,29.08333333
-86.91666667,29.08333333,8268,0,1,8268,-87,-86.83333333,29,0,29,86,1,6,298616,-86.91666666,29.08333333
-86.75,29.08333333,8269,0,1,8269,0,-86.66666666,29,0,29,86,2,6,298626,-86.75,29.08333333
-86.58333333,29.08333333,8270,0,1,8270,0,-86.5,29,0,29,86,3,6,298636,-86.58333333,29.08333333
-86.41666667,29.08333333,8271,0,1,8271,0,-86.33333333,29,0,29,86,4,6,298646,-86.41666666,29.08333333
-86.25,29.08333333,8272,0,1,8272,0,-86.16666666,29,0,29,86,5,6,298656,-86.25,29.08333333
-86.08333333,29.08333333,8273,0,1,8273,0,-86,29,0,29,86,6,6,298666,-86.08333333,29.08333333
-85.91666667,29.08333333,8274,0,1,8274,-86,-85.83333333,29,0,29,85,1,6,298516,-85.91666666,29.08333333
-85.75,29.08333333,8275,0,1,8275,0,-85.66666666,29,0,29,85,2,6,298526,-85.75,29.08333333
-85.58333333,29.08333333,8276,0,1,8276,0,-85.5,29,0,29,85,3,6,298536,-85.58333333,29.08333333
-85.41666667,29.08333333,8277,0,1,8277,0,-85.33333333,29,0,29,85,4,6,298546,-85.41666666,29.08333333
-85.25,29.08333333,8278,0,1,8278,0,-85.16666666,29,0,29,85,5,6,298556,-85.25,29.08333333
-85.08333333,29.08333333,8279,0,1,8279,0,-85,29,0,29,85,6,6,298566,-85.08333333,29.08333333
-84.91666667,29.08333333,8280,0,1,8280,-85,-84.83333333,29,0,29,84,1,6,298416,-84.91666666,29.08333333
-84.75,29.08333333,8281,0,1,8281,0,-84.66666666,29,0,29,84,2,6,298426,-84.75,29.08333333
-84.58333333,29.08333333,8282,0,1,8282,0,-84.5,29,0,29,84,3,6,298436,-84.58333333,29.08333333
-84.41666667,29.08333333,8283,0,1,8283,0,-84.33333333,29,0,29,84,4,6,298446,-84.41666666,29.08333333
-84.25,29.08333333,8284,0,1,8284,0,-84.16666666,29,0,29,84,5,6,298456,-84.25,29.08333333
-84.08333333,29.08333333,8285,0,1,8285,0,-84,29,0,29,84,6,6,298466,-84.08333333,29.08333333
-83.91666667,29.08333333,8286,0,1,8286,-84,-83.83333333,29,0,29,83,1,6,298316,-83.91666666,29.08333333
-83.75,29.08333333,8287,0,1,8287,0,-83.66666666,29,0,29,83,2,6,298326,-83.75,29.08333333
-83.58333333,29.08333333,8288,0,1,8288,0,-83.5,29,0,29,83,3,6,298336,-83.58333333,29.08333333
-83.41666667,29.08333333,8289,0,1,8289,0,-83.33333333,29,0,29,83,4,6,298346,-83.41666666,29.08333333
-83.25,29.08333333,8290,0,1,8290,0,-83.16666666,29,0,29,83,5,6,298356,-83.25,29.08333333
-83.08531296,29.08041552,8291,0,1,8291,0,-83,29,0,29,83,6,6,298366,-83.08333333,29.08333333
-82.91724558,29.08243436,8292,0,1,8292,-83,-82.83333333,29,0,29,82,1,6,298216,-82.91666666,29.08333333
-82.80295183,29.06049073,8293,0,1,8293,0,-82.66666666,29,0,29,82,2,6,298226,-82.75,29.08333333
-80.88324366,29.09939946,8304,0,1,8304,-81,-80.83333333,29,0,29,80,1,6,298016,-80.91666666,29.08333333
-80.75,29.08333333,8305,0,1,8305,0,-80.66666666,29,0,29,80,2,6,298026,-80.75,29.08333333
-80.58333333,29.08333333,8306,0,1,8306,0,-80.5,29,0,29,80,3,6,298036,-80.58333333,29.08333333
-80.41666667,29.08333333,8307,0,1,8307,0,-80.33333333,29,0,29,80,4,6,298046,-80.41666666,29.08333333
-80.25,29.08333333,8308,0,1,8308,0,-80.16666666,29,0,29,80,5,6,298056,-80.25,29.08333333
-80.08333333,29.08333333,8309,0,1,8309,0,-80,29,0,29,80,6,6,298066,-80.08333333,29.08333333
-79.91666667,29.08333333,8310,0,1,8310,-80,-79.83333333,29,0,29,79,1,6,297916,-79.91666666,29.08333333
-79.75,29.08333333,8311,0,1,8311,0,-79.66666666,29,0,29,79,2,6,297926,-79.75,29.08333333
-79.58333333,29.08333333,8312,0,1,8312,0,-79.5,29,0,29,79,3,6,297936,-79.58333333,29.08333333
-79.41666667,29.08333333,8313,0,1,8313,0,-79.33333333,29,0,29,79,4,6,297946,-79.41666666,29.08333333
-79.25,29.08333333,8314,0,1,8314,0,-79.16666666,29,0,29,79,5,6,297956,-79.25,29.08333333
-79.08333333,29.08333333,8315,0,1,8315,0,-79,29,0,29,79,6,6,297966,-79.08333333,29.08333333
-95.38554217,28.85583449,8343,0,1,8343,0,-95.33333333,28.83333333,29,28,95,4,1,289541,-95.41666667,28.91666666
-95.2396619,28.90513459,8344,0,1,8344,0,-95.16666667,28.83333333,29,28,95,5,1,289551,-95.25,28.91666666
-95.08333333,28.91666667,8345,0,1,8345,0,-95,28.83333333,29,28,95,6,1,289561,-95.08333333,28.91666666
-94.91666667,28.91666667,8346,0,1,8346,-95,-94.83333333,28.83333333,29,28,94,1,1,289411,-94.91666667,28.91666666
-94.75,28.91666667,8347,0,1,8347,0,-94.66666667,28.83333333,29,28,94,2,1,289421,-94.75,28.91666666
-94.58333333,28.91666667,8348,0,1,8348,0,-94.5,28.83333333,29,28,94,3,1,289431,-94.58333333,28.91666666
-94.41666667,28.91666667,8349,0,1,8349,0,-94.33333333,28.83333333,29,28,94,4,1,289441,-94.41666667,28.91666666
-94.25,28.91666667,8350,0,1,8350,0,-94.16666667,28.83333333,29,28,94,5,1,289451,-94.25,28.91666666
-94.08333333,28.91666667,8351,0,1,8351,0,-94,28.83333333,29,28,94,6,1,289461,-94.08333333,28.91666666
-93.91666667,28.91666667,8352,0,1,8352,-94,-93.83333333,28.83333333,29,28,93,1,1,289311,-93.91666667,28.91666666
-93.75,28.91666667,8353,0,1,8353,0,-93.66666667,28.83333333,29,28,93,2,1,289321,-93.75,28.91666666
-93.58333333,28.91666667,8354,0,1,8354,0,-93.5,28.83333333,29,28,93,3,1,289331,-93.58333333,28.91666666
-93.41666667,28.91666667,8355,0,1,8355,0,-93.33333333,28.83333333,29,28,93,4,1,289341,-93.41666667,28.91666666
-93.25,28.91666667,8356,0,1,8356,0,-93.16666667,28.83333333,29,28,93,5,1,289351,-93.25,28.91666666
-93.08333333,28.91666667,8357,0,1,8357,0,-93,28.83333333,29,28,93,6,1,289361,-93.08333333,28.91666666
-92.91666667,28.91666667,8358,0,1,8358,-93,-92.83333333,28.83333333,29,28,92,1,1,289211,-92.91666667,28.91666666
-92.75,28.91666667,8359,0,1,8359,0,-92.66666667,28.83333333,29,28,92,2,1,289221,-92.75,28.91666666
-92.58333333,28.91666667,8360,0,1,8360,0,-92.5,28.83333333,29,28,92,3,1,289231,-92.58333333,28.91666666
-92.41666667,28.91666667,8361,0,1,8361,0,-92.33333333,28.83333333,29,28,92,4,1,289241,-92.41666667,28.91666666
-92.25,28.91666667,8362,0,1,8362,0,-92.16666667,28.83333333,29,28,92,5,1,289251,-92.25,28.91666666
-92.08333333,28.91666667,8363,0,1,8363,0,-92,28.83333333,29,28,92,6,1,289261,-92.08333333,28.91666666
-91.91666667,28.91666667,8364,0,1,8364,-92,-91.83333333,28.83333333,29,28,91,1,1,289111,-91.91666667,28.91666666
-91.75,28.91666667,8365,0,1,8365,0,-91.66666667,28.83333333,29,28,91,2,1,289121,-91.75,28.91666666
-91.58333333,28.91666667,8366,0,1,8366,0,-91.5,28.83333333,29,28,91,3,1,289131,-91.58333333,28.91666666
-91.41666667,28.91666667,8367,0,1,8367,0,-91.33333333,28.83333333,29,28,91,4,1,289141,-91.41666666,28.91666666
-91.25,28.91666667,8368,0,1,8368,0,-91.16666666,28.83333333,29,28,91,5,1,289151,-91.25,28.91666666
-91.08333333,28.91666667,8369,0,1,8369,0,-91,28.83333333,29,28,91,6,1,289161,-91.08333333,28.91666666
-90.91666667,28.91666667,8370,0,1,8370,-91,-90.83333333,28.83333333,29,28,90,1,1,289011,-90.91666666,28.91666666
-90.75,28.91666667,8371,0,1,8371,0,-90.66666666,28.83333333,29,28,90,2,1,289021,-90.75,28.91666666
-90.58333333,28.91666667,8372,0,1,8372,0,-90.5,28.83333333,29,28,90,3,1,289031,-90.58333333,28.91666666
-90.41666667,28.91666667,8373,0,1,8373,0,-90.33333333,28.83333333,29,28,90,4,1,289041,-90.41666666,28.91666666
-90.25,28.91666667,8374,0,1,8374,0,-90.16666666,28.83333333,29,28,90,5,1,289051,-90.25,28.91666666
-90.08333333,28.91666667,8375,0,1,8375,0,-90,28.83333333,29,28,90,6,1,289061,-90.08333333,28.91666666
-89.91666667,28.91666667,8376,0,1,8376,-90,-89.83333333,28.83333333,29,28,89,1,1,288911,-89.91666666,28.91666666
-89.75,28.91666667,8377,0,1,8377,0,-89.66666666,28.83333333,29,28,89,2,1,288921,-89.75,28.91666666
-89.58333333,28.91666667,8378,0,1,8378,0,-89.5,28.83333333,29,28,89,3,1,288931,-89.58333333,28.91666666
-89.41955785,28.91236027,8379,0,1,8379,0,-89.33333333,28.83333333,29,28,89,4,1,288941,-89.41666666,28.91666666
-89.25,28.91666667,8380,0,1,8380,0,-89.16666666,28.83333333,29,28,89,5,1,288951,-89.25,28.91666666
-89.08307544,28.91637483,8381,0,1,8381,0,-89,28.83333333,29,28,89,6,1,288961,-89.08333333,28.91666666
-88.91666667,28.91666667,8382,0,1,8382,-89,-88.83333333,28.83333333,29,28,88,1,1,288811,-88.91666666,28.91666666
-88.75,28.91666667,8383,0,1,8383,0,-88.66666666,28.83333333,29,28,88,2,1,288821,-88.75,28.91666666
-88.58333333,28.91666667,8384,0,1,8384,0,-88.5,28.83333333,29,28,88,3,1,288831,-88.58333333,28.91666666
-88.41666667,28.91666667,8385,0,1,8385,0,-88.33333333,28.83333333,29,28,88,4,1,288841,-88.41666666,28.91666666
-88.25,28.91666667,8386,0,1,8386,0,-88.16666666,28.83333333,29,28,88,5,1,288851,-88.25,28.91666666
-88.08333333,28.91666667,8387,0,1,8387,0,-88,28.83333333,29,28,88,6,1,288861,-88.08333333,28.91666666
-87.91666667,28.91666667,8388,0,1,8388,-88,-87.83333333,28.83333333,29,28,87,1,1,288711,-87.91666666,28.91666666
-87.75,28.91666667,8389,0,1,8389,0,-87.66666666,28.83333333,29,28,87,2,1,288721,-87.75,28.91666666
-87.58333333,28.91666667,8390,0,1,8390,0,-87.5,28.83333333,29,28,87,3,1,288731,-87.58333333,28.91666666
-87.41666667,28.91666667,8391,0,1,8391,0,-87.33333333,28.83333333,29,28,87,4,1,288741,-87.41666666,28.91666666
-87.25,28.91666667,8392,0,1,8392,0,-87.16666666,28.83333333,29,28,87,5,1,288751,-87.25,28.91666666
-87.08333333,28.91666667,8393,0,1,8393,0,-87,28.83333333,29,28,87,6,1,288761,-87.08333333,28.91666666
-86.91666667,28.91666667,8394,0,1,8394,-87,-86.83333333,28.83333333,29,28,86,1,1,288611,-86.91666666,28.91666666
-86.75,28.91666667,8395,0,1,8395,0,-86.66666666,28.83333333,29,28,86,2,1,288621,-86.75,28.91666666
-86.58333333,28.91666667,8396,0,1,8396,0,-86.5,28.83333333,29,28,86,3,1,288631,-86.58333333,28.91666666
-86.41666667,28.91666667,8397,0,1,8397,0,-86.33333333,28.83333333,29,28,86,4,1,288641,-86.41666666,28.91666666
-86.25,28.91666667,8398,0,1,8398,0,-86.16666666,28.83333333,29,28,86,5,1,288651,-86.25,28.91666666
-86.08333333,28.91666667,8399,0,1,8399,0,-86,28.83333333,29,28,86,6,1,288661,-86.08333333,28.91666666
-85.91666667,28.91666667,8400,0,1,8400,-86,-85.83333333,28.83333333,29,28,85,1,1,288511,-85.91666666,28.91666666
-85.75,28.91666667,8401,0,1,8401,0,-85.66666666,28.83333333,29,28,85,2,1,288521,-85.75,28.91666666
-85.58333333,28.91666667,8402,0,1,8402,0,-85.5,28.83333333,29,28,85,3,1,288531,-85.58333333,28.91666666
-85.41666667,28.91666667,8403,0,1,8403,0,-85.33333333,28.83333333,29,28,85,4,1,288541,-85.41666666,28.91666666
-85.25,28.91666667,8404,0,1,8404,0,-85.16666666,28.83333333,29,28,85,5,1,288551,-85.25,28.91666666
-85.08333333,28.91666667,8405,0,1,8405,0,-85,28.83333333,29,28,85,6,1,288561,-85.08333333,28.91666666
-84.91666667,28.91666667,8406,0,1,8406,-85,-84.83333333,28.83333333,29,28,84,1,1,288411,-84.91666666,28.91666666
-84.75,28.91666667,8407,0,1,8407,0,-84.66666666,28.83333333,29,28,84,2,1,288421,-84.75,28.91666666
-84.58333333,28.91666667,8408,0,1,8408,0,-84.5,28.83333333,29,28,84,3,1,288431,-84.58333333,28.91666666
-84.41666667,28.91666667,8409,0,1,8409,0,-84.33333333,28.83333333,29,28,84,4,1,288441,-84.41666666,28.91666666
-84.25,28.91666667,8410,0,1,8410,0,-84.16666666,28.83333333,29,28,84,5,1,288451,-84.25,28.91666666
-84.08333333,28.91666667,8411,0,1,8411,0,-84,28.83333333,29,28,84,6,1,288461,-84.08333333,28.91666666
-83.91666667,28.91666667,8412,0,1,8412,-84,-83.83333333,28.83333333,29,28,83,1,1,288311,-83.91666666,28.91666666
-83.75,28.91666667,8413,0,1,8413,0,-83.66666666,28.83333333,29,28,83,2,1,288321,-83.75,28.91666666
-83.58333333,28.91666667,8414,0,1,8414,0,-83.5,28.83333333,29,28,83,3,1,288331,-83.58333333,28.91666666
-83.41666667,28.91666667,8415,0,1,8415,0,-83.33333333,28.83333333,29,28,83,4,1,288341,-83.41666666,28.91666666
-83.25,28.91666667,8416,0,1,8416,0,-83.16666666,28.83333333,29,28,83,5,1,288351,-83.25,28.91666666
-83.08333333,28.91666667,8417,0,1,8417,0,-83,28.83333333,29,28,83,6,1,288361,-83.08333333,28.91666666
-82.91667491,28.91666511,8418,0,1,8418,-83,-82.83333333,28.83333333,29,28,82,1,1,288211,-82.91666666,28.91666666
-82.77060626,28.91269788,8419,0,1,8419,0,-82.66666666,28.83333333,29,28,82,2,1,288221,-82.75,28.91666666
-82.65375313,28.88002335,8420,0,1,8420,0,-82.5,28.83333333,29,28,82,3,1,288231,-82.58333333,28.91666666
-80.84599039,28.98204689,8430,0,1,8430,-81,-80.83333333,28.83333333,29,28,80,1,1,288011,-80.91666666,28.91666666
-80.73927492,28.92498154,8431,0,1,8431,0,-80.66666666,28.83333333,29,28,80,2,1,288021,-80.75,28.91666666
-80.58333333,28.91666667,8432,0,1,8432,0,-80.5,28.83333333,29,28,80,3,1,288031,-80.58333333,28.91666666
-80.41666667,28.91666667,8433,0,1,8433,0,-80.33333333,28.83333333,29,28,80,4,1,288041,-80.41666666,28.91666666
-80.25,28.91666667,8434,0,1,8434,0,-80.16666666,28.83333333,29,28,80,5,1,288051,-80.25,28.91666666
-80.08333333,28.91666667,8435,0,1,8435,0,-80,28.83333333,29,28,80,6,1,288061,-80.08333333,28.91666666
-79.91666667,28.91666667,8436,0,1,8436,-80,-79.83333333,28.83333333,29,28,79,1,1,287911,-79.91666666,28.91666666
-79.75,28.91666667,8437,0,1,8437,0,-79.66666666,28.83333333,29,28,79,2,1,287921,-79.75,28.91666666
-79.58333333,28.91666667,8438,0,1,8438,0,-79.5,28.83333333,29,28,79,3,1,287931,-79.58333333,28.91666666
-79.41666667,28.91666667,8439,0,1,8439,0,-79.33333333,28.83333333,29,28,79,4,1,287941,-79.41666666,28.91666666
-79.25,28.91666667,8440,0,1,8440,0,-79.16666666,28.83333333,29,28,79,5,1,287951,-79.25,28.91666666
-79.08333333,28.91666667,8441,0,1,8441,0,-79,28.83333333,29,28,79,6,1,287961,-79.08333333,28.91666666
-96.60807889,28.69622651,8462,0,1,8462,0,-96.5,28.66666666,0,28,96,3,2,289632,-96.58333333,28.75
-96.40840856,28.70420631,8463,0,1,8463,0,-96.33333333,28.66666666,0,28,96,4,2,289642,-96.41666667,28.75
-96.22654356,28.69389235,8464,0,1,8464,0,-96.16666667,28.66666666,0,28,96,5,2,289652,-96.25,28.75
-96.16394109,28.76144401,8465,0,1,8465,0,-96,28.66666666,0,28,96,6,2,289662,-96.08333333,28.75
-95.88011593,28.69173128,8466,0,1,8466,-96,-95.83333333,28.66666666,0,28,95,1,2,289512,-95.91666667,28.75
-95.74465871,28.70675838,8467,0,1,8467,0,-95.66666667,28.66666666,0,28,95,2,2,289522,-95.75,28.75
-95.57299964,28.72717216,8468,0,1,8468,0,-95.5,28.66666666,0,28,95,3,2,289532,-95.58333333,28.75
-95.41656507,28.74989653,8469,0,1,8469,0,-95.33333333,28.66666666,0,28,95,4,2,289542,-95.41666667,28.75
-95.25,28.75,8470,0,1,8470,0,-95.16666667,28.66666666,0,28,95,5,2,289552,-95.25,28.75
-95.08333333,28.75,8471,0,1,8471,0,-95,28.66666666,0,28,95,6,2,289562,-95.08333333,28.75
-94.91666667,28.75,8472,0,1,8472,-95,-94.83333333,28.66666666,0,28,94,1,2,289412,-94.91666667,28.75
-94.75,28.75,8473,0,1,8473,0,-94.66666667,28.66666666,0,28,94,2,2,289422,-94.75,28.75
-94.58333333,28.75,8474,0,1,8474,0,-94.5,28.66666666,0,28,94,3,2,289432,-94.58333333,28.75
-94.41666667,28.75,8475,0,1,8475,0,-94.33333333,28.66666666,0,28,94,4,2,289442,-94.41666667,28.75
-94.25,28.75,8476,0,1,8476,0,-94.16666667,28.66666666,0,28,94,5,2,289452,-94.25,28.75
-94.08333333,28.75,8477,0,1,8477,0,-94,28.66666666,0,28,94,6,2,289462,-94.08333333,28.75
-93.91666667,28.75,8478,0,1,8478,-94,-93.83333333,28.66666666,0,28,93,1,2,289312,-93.91666667,28.75
-93.75,28.75,8479,0,1,8479,0,-93.66666667,28.66666666,0,28,93,2,2,289322,-93.75,28.75
-93.58333333,28.75,8480,0,1,8480,0,-93.5,28.66666666,0,28,93,3,2,289332,-93.58333333,28.75
-93.41666667,28.75,8481,0,1,8481,0,-93.33333333,28.66666666,0,28,93,4,2,289342,-93.41666667,28.75
-93.25,28.75,8482,0,1,8482,0,-93.16666667,28.66666666,0,28,93,5,2,289352,-93.25,28.75
-93.08333333,28.75,8483,0,1,8483,0,-93,28.66666666,0,28,93,6,2,289362,-93.08333333,28.75
-92.91666667,28.75,8484,0,1,8484,-93,-92.83333333,28.66666666,0,28,92,1,2,289212,-92.91666667,28.75
-92.75,28.75,8485,0,1,8485,0,-92.66666667,28.66666666,0,28,92,2,2,289222,-92.75,28.75
-92.58333333,28.75,8486,0,1,8486,0,-92.5,28.66666666,0,28,92,3,2,289232,-92.58333333,28.75
-92.41666667,28.75,8487,0,1,8487,0,-92.33333333,28.66666666,0,28,92,4,2,289242,-92.41666667,28.75
-92.25,28.75,8488,0,1,8488,0,-92.16666667,28.66666666,0,28,92,5,2,289252,-92.25,28.75
-92.08333333,28.75,8489,0,1,8489,0,-92,28.66666666,0,28,92,6,2,289262,-92.08333333,28.75
-91.91666667,28.75,8490,0,1,8490,-92,-91.83333333,28.66666666,0,28,91,1,2,289112,-91.91666667,28.75
-91.75,28.75,8491,0,1,8491,0,-91.66666667,28.66666666,0,28,91,2,2,289122,-91.75,28.75
-91.58333333,28.75,8492,0,1,8492,0,-91.5,28.66666666,0,28,91,3,2,289132,-91.58333333,28.75
-91.41666667,28.75,8493,0,1,8493,0,-91.33333333,28.66666666,0,28,91,4,2,289142,-91.41666666,28.75
-91.25,28.75,8494,0,1,8494,0,-91.16666666,28.66666666,0,28,91,5,2,289152,-91.25,28.75
-91.08333333,28.75,8495,0,1,8495,0,-91,28.66666666,0,28,91,6,2,289162,-91.08333333,28.75
-90.91666667,28.75,8496,0,1,8496,-91,-90.83333333,28.66666666,0,28,90,1,2,289012,-90.91666666,28.75
-90.75,28.75,8497,0,1,8497,0,-90.66666666,28.66666666,0,28,90,2,2,289022,-90.75,28.75
-90.58333333,28.75,8498,0,1,8498,0,-90.5,28.66666666,0,28,90,3,2,289032,-90.58333333,28.75
-90.41666667,28.75,8499,0,1,8499,0,-90.33333333,28.66666666,0,28,90,4,2,289042,-90.41666666,28.75
-90.25,28.75,8500,0,1,8500,0,-90.16666666,28.66666666,0,28,90,5,2,289052,-90.25,28.75
-90.08333333,28.75,8501,0,1,8501,0,-90,28.66666666,0,28,90,6,2,289062,-90.08333333,28.75
